ID_Pedido,Fecha,ID_Cliente,Pais,Categoria,Producto,Precio_Unitario,Cantidad,Costo_Envio,Canal_Venta,Puntuacion_Satisfaccion,Ingresos_Brutos,Ingreso_Neto_Logistico,Coste_Envio_Relativo,Anio,Mes_Numero,Mes,Trimestre,Nivel_Satisfaccion,Indicador_Satisfaccion_Alta
ORD-1774,2025-08-24,CLI-300,México,Tecnología,Smartphone Alpha,610.21,1,38.14,App,3,610.21,572.07,0.062503,2025,8,2025-08,T3,Media,0
ORD-1775,2025-08-10,CLI-194,Argentina,Estilo de Vida,Botella Térmica Inteligente,65.55,2,3.66,App,5,131.1,127.44,0.027918,2025,8,2025-08,T3,Alta,1
ORD-1776,2025-09-08,CLI-307,España,Tecnología,Auriculares Noise-Cancelling,1042.43,2,64.38,Web,5,2084.86,2020.48,0.03088,2025,9,2025-09,T3,Alta,1
ORD-1777,2025-11-09,CLI-253,Chile,Estilo de Vida,Botella Térmica Inteligente,264.52,3,6.08,Web,5,793.56,787.48,0.007662,2025,11,2025-11,T4,Alta,1
ORD-1778,2025-04-22,CLI-331,México,Estilo de Vida,Mochila Ergonómica,290.29,1,3.66,Tienda Física,5,290.29,286.63,0.012608,2025,4,2025-04,T2,Alta,1
ORD-1779,2025-09-12,CLI-246,España,Estilo de Vida,Botella Térmica Inteligente,230.49,1,5.81,Tienda Física,5,230.49,224.68,0.025207,2025,9,2025-09,T3,Alta,1
ORD-1780,2025-10-30,CLI-260,España,Estilo de Vida,Lámpara LED Escritorio,282.4,1,9.1,App,3,282.4,273.3,0.032224,2025,10,2025-10,T4,Media,0
ORD-1781,2025-07-26,CLI-194,España,Tecnología,Auriculares Noise-Cancelling,738.42,2,48.87,Web,4,1476.84,1427.97,0.033091,2025,7,2025-07,T3,Alta,1
ORD-1782,2025-08-17,CLI-169,España,Estilo de Vida,Set de Teclado Mecánico,114.84,1,6.93,App,2,114.84,107.91,0.060345,2025,8,2025-08,T3,Baja,0
ORD-1783,2025-12-07,CLI-139,Colombia,Estilo de Vida,Set de Teclado Mecánico,200.94,2,3.49,Web,5,401.88,398.39,0.008684,2025,12,2025-12,T4,Alta,1
ORD-1784,2025-03-07,CLI-485,Chile,Tecnología,Auriculares Noise-Cancelling,892.91,2,54.27,Web,4,1785.82,1731.55,0.030389,2025,3,2025-03,T1,Alta,1
ORD-1785,2025-03-16,CLI-322,Colombia,Tecnología,Monitor 4K Curved,1110.35,1,62.6,Web,3,1110.35,1047.75,0.056379,2025,3,2025-03,T1,Media,0
ORD-1786,2025-04-13,CLI-236,Colombia,Tecnología,Laptop Pro 15,779.4,2,45.68,Web,3,1558.8,1513.12,0.029305,2025,4,2025-04,T2,Media,0
ORD-1787,2025-07-11,CLI-179,Colombia,Estilo de Vida,Silla Gaming X,167.83,1,8.09,Tienda Física,4,167.83,159.74,0.048204,2025,7,2025-07,T3,Alta,1
ORD-1788,2025-09-09,CLI-368,España,Estilo de Vida,Set de Teclado Mecánico,132.67,1,9.42,App,4,132.67,123.25,0.071003,2025,9,2025-09,T3,Alta,1
ORD-1789,2025-08-14,CLI-262,Colombia,Estilo de Vida,Set de Teclado Mecánico,260.93,3,5.69,Web,5,782.79,777.1,0.007269,2025,8,2025-08,T3,Alta,1
ORD-1790,2025-10-21,CLI-310,Chile,Tecnología,Laptop Pro 15,628.28,2,36.72,Web,4,1256.56,1219.84,0.029223,2025,10,2025-10,T4,Alta,1
ORD-1791,2025-11-02,CLI-326,Colombia,Estilo de Vida,Set de Teclado Mecánico,31.71,3,8.23,Tienda Física,5,95.13,86.9,0.086513,2025,11,2025-11,T4,Alta,1
ORD-1792,2025-04-08,CLI-431,Chile,Tecnología,Smartphone Alpha,395.26,1,27.4,Web,4,395.26,367.86,0.069321,2025,4,2025-04,T2,Alta,1
ORD-1793,2025-12-04,CLI-324,España,Tecnología,Smartwatch Series Z,410.0,4,30.56,Web,2,1640.0,1609.44,0.018634,2025,12,2025-12,T4,Baja,0
ORD-1794,2025-10-13,CLI-325,Colombia,Tecnología,Monitor 4K Curved,765.98,1,49.54,Web,5,765.98,716.44,0.064675,2025,10,2025-10,T4,Alta,1
ORD-1795,2025-12-01,CLI-259,México,Tecnología,Laptop Pro 15,734.57,4,50.28,Web,2,2938.28,2888.0,0.017112,2025,12,2025-12,T4,Baja,0
ORD-1796,2025-12-13,CLI-305,Colombia,Tecnología,Smartwatch Series Z,187.55,2,19.66,App,4,375.1,355.44,0.052413,2025,12,2025-12,T4,Alta,1
ORD-1797,2025-11-04,CLI-245,España,Tecnología,Auriculares Noise-Cancelling,611.48,2,36.25,Tienda Física,5,1222.96,1186.71,0.029641,2025,11,2025-11,T4,Alta,1
ORD-1798,2025-09-06,CLI-333,México,Tecnología,Smartwatch Series Z,274.28,1,25.17,Tienda Física,2,274.28,249.11,0.091768,2025,9,2025-09,T3,Baja,0
ORD-1799,2025-06-15,CLI-284,España,Tecnología,Monitor 4K Curved,844.52,1,56.05,Web,4,844.52,788.47,0.066369,2025,6,2025-06,T2,Alta,1
ORD-1800,2025-12-01,CLI-395,Argentina,Tecnología,Smartwatch Series Z,353.4,2,26.13,App,5,706.8,680.67,0.036969,2025,12,2025-12,T4,Alta,1
ORD-1801,2025-01-30,CLI-125,España,Estilo de Vida,Botella Térmica Inteligente,264.6,1,3.14,Web,4,264.6,261.46,0.011867,2025,1,2025-01,T1,Alta,1
ORD-1802,2025-09-04,CLI-200,España,Tecnología,Smartphone Alpha,688.21,1,45.05,App,5,688.21,643.16,0.06546,2025,9,2025-09,T3,Alta,1
ORD-1803,2025-04-16,CLI-492,Argentina,Tecnología,Smartphone Alpha,678.75,1,46.95,Web,5,678.75,631.8,0.069171,2025,4,2025-04,T2,Alta,1
ORD-1804,2025-02-20,CLI-342,Argentina,Tecnología,Monitor 4K Curved,1079.17,1,64.73,Web,1,1079.17,1014.44,0.059981,2025,2,2025-02,T1,Baja,0
ORD-1805,2025-03-22,CLI-234,Colombia,Tecnología,Smartphone Alpha,1001.64,2,55.96,App,4,2003.28,1947.32,0.027934,2025,3,2025-03,T1,Alta,1
ORD-1806,2025-05-13,CLI-473,Colombia,Tecnología,Smartphone Alpha,864.61,1,49.44,Web,5,864.61,815.17,0.057182,2025,5,2025-05,T2,Alta,1
ORD-1807,2025-10-12,CLI-455,España,Tecnología,Auriculares Noise-Cancelling,479.82,1,35.33,App,2,479.82,444.49,0.073632,2025,10,2025-10,T4,Baja,0
ORD-1808,2025-05-18,CLI-306,España,Estilo de Vida,Set de Teclado Mecánico,293.79,1,3.34,Web,5,293.79,290.45,0.011369,2025,5,2025-05,T2,Alta,1
ORD-1809,2025-07-03,CLI-410,Chile,Tecnología,Laptop Pro 15,830.21,1,48.61,Tienda Física,5,830.21,781.6,0.058551,2025,7,2025-07,T3,Alta,1
ORD-1810,2025-11-26,CLI-194,Argentina,Estilo de Vida,Botella Térmica Inteligente,286.31,3,3.57,App,5,858.93,855.36,0.004156,2025,11,2025-11,T4,Alta,1
ORD-1811,2025-09-30,CLI-232,México,Estilo de Vida,Lámpara LED Escritorio,35.61,1,10.91,Web,4,35.61,24.7,0.306375,2025,9,2025-09,T3,Alta,1
ORD-1812,2025-12-06,CLI-362,España,Tecnología,Monitor 4K Curved,591.35,4,43.52,Web,1,2365.4,2321.88,0.018399,2025,12,2025-12,T4,Baja,0
ORD-1813,2025-03-10,CLI-107,Colombia,Tecnología,Smartphone Alpha,581.35,1,34.25,Tienda Física,5,581.35,547.1,0.058915,2025,3,2025-03,T1,Alta,1
ORD-1814,2025-02-03,CLI-248,España,Tecnología,Laptop Pro 15,489.22,1,37.85,App,5,489.22,451.37,0.077368,2025,2,2025-02,T1,Alta,1
ORD-1815,2025-09-19,CLI-252,España,Tecnología,Laptop Pro 15,737.85,1,51.5,Web,5,737.85,686.35,0.069797,2025,9,2025-09,T3,Alta,1
ORD-1816,2025-02-22,CLI-101,España,Estilo de Vida,Botella Térmica Inteligente,119.97,1,11.92,Web,5,119.97,108.05,0.099358,2025,2,2025-02,T1,Alta,1
ORD-1817,2025-07-24,CLI-299,México,Estilo de Vida,Lámpara LED Escritorio,40.53,2,9.06,Web,4,81.06,72.0,0.111769,2025,7,2025-07,T3,Alta,1
ORD-1818,2025-05-06,CLI-470,México,Tecnología,Laptop Pro 15,909.09,1,52.52,Web,4,909.09,856.57,0.057772,2025,5,2025-05,T2,Alta,1
ORD-1819,2025-08-23,CLI-348,Colombia,Tecnología,Monitor 4K Curved,161.21,2,20.83,Web,4,322.42,301.59,0.064605,2025,8,2025-08,T3,Alta,1
ORD-1820,2025-02-12,CLI-291,Chile,Tecnología,Monitor 4K Curved,253.92,2,20.41,Web,5,507.84,487.43,0.04019,2025,2,2025-02,T1,Alta,1
ORD-1821,2025-08-28,CLI-478,España,Estilo de Vida,Botella Térmica Inteligente,218.89,1,7.06,App,5,218.89,211.83,0.032254,2025,8,2025-08,T3,Alta,1
ORD-1822,2025-04-21,CLI-295,España,Tecnología,Auriculares Noise-Cancelling,334.46,1,31.33,Tienda Física,4,334.46,303.13,0.093673,2025,4,2025-04,T2,Alta,1
ORD-1823,2025-09-06,CLI-165,Chile,Estilo de Vida,Silla Gaming X,261.52,1,4.1,Web,3,261.52,257.42,0.015678,2025,9,2025-09,T3,Media,0
ORD-1824,2025-05-31,CLI-418,Colombia,Tecnología,Smartphone Alpha,1011.29,1,57.66,Web,2,1011.29,953.63,0.057016,2025,5,2025-05,T2,Baja,0
ORD-1825,2025-07-02,CLI-364,España,Estilo de Vida,Botella Térmica Inteligente,192.62,1,8.27,Web,2,192.62,184.35,0.042934,2025,7,2025-07,T3,Baja,0
ORD-1826,2025-12-02,CLI-176,España,Estilo de Vida,Mochila Ergonómica,212.84,4,8.95,Tienda Física,3,851.36,842.41,0.010513,2025,12,2025-12,T4,Media,0
ORD-1827,2025-04-05,CLI-420,España,Tecnología,Monitor 4K Curved,1174.88,3,69.07,Web,4,3524.64,3455.57,0.019596,2025,4,2025-04,T2,Alta,1
ORD-1828,2025-01-08,CLI-327,Colombia,Tecnología,Laptop Pro 15,1187.68,1,68.27,Tienda Física,3,1187.68,1119.41,0.057482,2025,1,2025-01,T1,Media,0
ORD-1829,2025-12-26,CLI-266,México,Estilo de Vida,Set de Teclado Mecánico,213.31,4,4.13,App,3,853.24,849.11,0.00484,2025,12,2025-12,T4,Media,0
ORD-1830,2025-07-03,CLI-380,España,Tecnología,Auriculares Noise-Cancelling,330.3,1,26.81,App,5,330.3,303.49,0.081169,2025,7,2025-07,T3,Alta,1
ORD-1831,2025-10-08,CLI-296,México,Tecnología,Monitor 4K Curved,425.42,1,34.66,App,4,425.42,390.76,0.081472,2025,10,2025-10,T4,Alta,1
ORD-1832,2025-07-14,CLI-160,Argentina,Estilo de Vida,Set de Teclado Mecánico,110.41,1,8.54,Web,4,110.41,101.87,0.077348,2025,7,2025-07,T3,Alta,1
ORD-1833,2025-12-18,CLI-231,España,Estilo de Vida,Mochila Ergonómica,219.89,2,4.03,Web,4,439.78,435.75,0.009164,2025,12,2025-12,T4,Alta,1
ORD-1834,2025-07-14,CLI-325,Argentina,Tecnología,Auriculares Noise-Cancelling,340.31,1,29.14,Web,5,340.31,311.17,0.085628,2025,7,2025-07,T3,Alta,1
ORD-1835,2025-06-04,CLI-420,Colombia,Tecnología,Smartphone Alpha,654.99,1,41.51,Web,4,654.99,613.48,0.063375,2025,6,2025-06,T2,Alta,1
ORD-1836,2025-04-03,CLI-440,Chile,Estilo de Vida,Botella Térmica Inteligente,79.7,1,5.16,Tienda Física,3,79.7,74.54,0.064743,2025,4,2025-04,T2,Media,0
ORD-1837,2025-06-09,CLI-221,México,Tecnología,Smartphone Alpha,151.9,1,14.83,Tienda Física,3,151.9,137.07,0.09763,2025,6,2025-06,T2,Media,0
ORD-1838,2025-03-02,CLI-304,España,Tecnología,Smartwatch Series Z,291.94,1,26.55,Web,5,291.94,265.39,0.090943,2025,3,2025-03,T1,Alta,1
ORD-1839,2025-05-02,CLI-100,México,Tecnología,Auriculares Noise-Cancelling,867.77,3,48.42,Web,5,2603.31,2554.89,0.018599,2025,5,2025-05,T2,Alta,1
ORD-1840,2025-02-20,CLI-403,Argentina,Tecnología,Laptop Pro 15,1068.69,3,66.54,Tienda Física,5,3206.07,3139.53,0.020754,2025,2,2025-02,T1,Alta,1
ORD-1841,2025-10-04,CLI-134,España,Tecnología,Auriculares Noise-Cancelling,479.04,2,31.9,Tienda Física,2,958.08,926.18,0.033296,2025,10,2025-10,T4,Baja,0
ORD-1842,2025-01-05,CLI-248,México,Tecnología,Laptop Pro 15,728.88,1,45.04,App,3,728.88,683.84,0.061793,2025,1,2025-01,T1,Media,0
ORD-1843,2025-04-02,CLI-373,Argentina,Tecnología,Monitor 4K Curved,769.95,1,44.47,App,5,769.95,725.48,0.057757,2025,4,2025-04,T2,Alta,1
ORD-1844,2025-06-19,CLI-486,Colombia,Tecnología,Laptop Pro 15,861.21,1,48.3,Web,3,861.21,812.91,0.056084,2025,6,2025-06,T2,Media,0
ORD-1845,2025-11-13,CLI-372,México,Estilo de Vida,Silla Gaming X,242.48,4,10.23,App,5,969.92,959.69,0.010547,2025,11,2025-11,T4,Alta,1
ORD-1846,2025-01-22,CLI-310,Chile,Estilo de Vida,Mochila Ergonómica,115.11,1,4.89,Web,1,115.11,110.22,0.042481,2025,1,2025-01,T1,Baja,0
ORD-1847,2025-11-22,CLI-192,México,Tecnología,Smartwatch Series Z,533.35,3,37.78,Tienda Física,2,1600.05,1562.27,0.023612,2025,11,2025-11,T4,Baja,0
ORD-1848,2025-01-01,CLI-243,España,Tecnología,Laptop Pro 15,685.22,1,43.49,Web,5,685.22,641.73,0.063469,2025,1,2025-01,T1,Alta,1
ORD-1849,2025-05-13,CLI-119,Argentina,Estilo de Vida,Botella Térmica Inteligente,244.13,3,4.15,App,4,732.39,728.24,0.005666,2025,5,2025-05,T2,Alta,1
ORD-1850,2025-08-21,CLI-277,Chile,Estilo de Vida,Silla Gaming X,50.66,2,7.69,Tienda Física,5,101.32,93.63,0.075898,2025,8,2025-08,T3,Alta,1
ORD-1851,2025-01-12,CLI-374,España,Estilo de Vida,Botella Térmica Inteligente,96.23,1,9.38,Web,3,96.23,86.85,0.097475,2025,1,2025-01,T1,Media,0
ORD-1852,2025-12-12,CLI-486,Chile,Estilo de Vida,Lámpara LED Escritorio,164.85,2,7.29,Tienda Física,5,329.7,322.41,0.022111,2025,12,2025-12,T4,Alta,1
ORD-1853,2025-02-15,CLI-193,España,Estilo de Vida,Lámpara LED Escritorio,72.27,1,3.53,Web,4,72.27,68.74,0.048845,2025,2,2025-02,T1,Alta,1
ORD-1854,2025-02-03,CLI-497,Colombia,Tecnología,Monitor 4K Curved,282.24,2,28.14,Web,5,564.48,536.34,0.049851,2025,2,2025-02,T1,Alta,1
ORD-1855,2025-03-19,CLI-206,México,Tecnología,Laptop Pro 15,975.1,3,58.38,Web,5,2925.3,2866.92,0.019957,2025,3,2025-03,T1,Alta,1
ORD-1856,2025-08-06,CLI-426,Argentina,Tecnología,Monitor 4K Curved,338.79,3,26.62,App,1,1016.37,989.75,0.026191,2025,8,2025-08,T3,Baja,0
ORD-1857,2025-10-28,CLI-334,España,Tecnología,Monitor 4K Curved,1021.53,2,56.57,App,4,2043.06,1986.49,0.027689,2025,10,2025-10,T4,Alta,1
ORD-1858,2025-03-14,CLI-312,España,Estilo de Vida,Set de Teclado Mecánico,39.21,2,4.43,Web,4,78.42,73.99,0.056491,2025,3,2025-03,T1,Alta,1
ORD-1859,2025-10-09,CLI-385,España,Estilo de Vida,Silla Gaming X,148.02,1,10.11,Web,4,148.02,137.91,0.068302,2025,10,2025-10,T4,Alta,1
ORD-1860,2025-09-06,CLI-117,México,Estilo de Vida,Botella Térmica Inteligente,184.7,1,6.49,Web,4,184.7,178.21,0.035138,2025,9,2025-09,T3,Alta,1
ORD-1861,2025-02-16,CLI-463,Colombia,Tecnología,Auriculares Noise-Cancelling,220.02,1,24.3,App,3,220.02,195.72,0.110445,2025,2,2025-02,T1,Media,0
ORD-1862,2025-05-01,CLI-320,Colombia,Tecnología,Monitor 4K Curved,244.11,2,26.8,App,4,488.22,461.42,0.054893,2025,5,2025-05,T2,Alta,1
ORD-1863,2025-08-02,CLI-490,México,Estilo de Vida,Set de Teclado Mecánico,162.23,1,11.38,App,3,162.23,150.85,0.070147,2025,8,2025-08,T3,Media,0
ORD-1864,2025-08-27,CLI-415,España,Tecnología,Laptop Pro 15,685.21,1,43.06,Tienda Física,4,685.21,642.15,0.062842,2025,8,2025-08,T3,Alta,1
ORD-1865,2025-02-25,CLI-125,México,Estilo de Vida,Silla Gaming X,112.5,2,4.49,Web,5,225.0,220.51,0.019956,2025,2,2025-02,T1,Alta,1
ORD-1866,2025-12-16,CLI-110,España,Tecnología,Auriculares Noise-Cancelling,972.48,2,56.31,Web,3,1944.96,1888.65,0.028952,2025,12,2025-12,T4,Media,0
ORD-1867,2025-04-17,CLI-338,España,Tecnología,Smartphone Alpha,1055.56,1,67.39,Web,5,1055.56,988.17,0.063843,2025,4,2025-04,T2,Alta,1
ORD-1868,2025-11-15,CLI-275,España,Tecnología,Auriculares Noise-Cancelling,367.18,2,29.9,App,5,734.36,704.46,0.040716,2025,11,2025-11,T4,Alta,1
ORD-1869,2025-02-17,CLI-284,Chile,Tecnología,Laptop Pro 15,857.19,1,49.01,Web,2,857.19,808.18,0.057175,2025,2,2025-02,T1,Baja,0
ORD-1870,2025-03-02,CLI-344,México,Tecnología,Smartphone Alpha,363.96,1,30.63,App,5,363.96,333.33,0.084158,2025,3,2025-03,T1,Alta,1
ORD-1871,2025-12-03,CLI-331,México,Tecnología,Auriculares Noise-Cancelling,791.92,3,54.24,Web,3,2375.76,2321.52,0.022831,2025,12,2025-12,T4,Media,0
ORD-1872,2025-01-26,CLI-123,México,Estilo de Vida,Botella Térmica Inteligente,168.71,1,10.04,Web,2,168.71,158.67,0.05951,2025,1,2025-01,T1,Baja,0
ORD-1873,2025-10-19,CLI-160,Chile,Estilo de Vida,Set de Teclado Mecánico,34.79,2,4.23,Web,2,69.58,65.35,0.060793,2025,10,2025-10,T4,Baja,0
ORD-1874,2025-09-14,CLI-358,México,Tecnología,Monitor 4K Curved,1135.51,3,63.63,Tienda Física,3,3406.53,3342.9,0.018679,2025,9,2025-09,T3,Media,0
ORD-1875,2025-01-08,CLI-436,España,Tecnología,Laptop Pro 15,848.38,2,54.33,Web,5,1696.76,1642.43,0.03202,2025,1,2025-01,T1,Alta,1
ORD-1876,2025-04-23,CLI-198,México,Tecnología,Laptop Pro 15,624.69,1,44.81,Web,4,624.69,579.88,0.071732,2025,4,2025-04,T2,Alta,1
ORD-1877,2025-12-21,CLI-103,México,Tecnología,Monitor 4K Curved,320.91,3,25.94,Web,1,962.73,936.79,0.026944,2025,12,2025-12,T4,Baja,0
ORD-1878,2025-09-10,CLI-191,Argentina,Tecnología,Monitor 4K Curved,816.91,1,54.94,App,4,816.91,761.97,0.067253,2025,9,2025-09,T3,Alta,1
ORD-1879,2025-06-29,CLI-331,España,Tecnología,Smartwatch Series Z,1153.66,1,70.02,Tienda Física,5,1153.66,1083.64,0.060694,2025,6,2025-06,T2,Alta,1
ORD-1880,2025-07-26,CLI-148,Chile,Tecnología,Smartwatch Series Z,992.69,1,63.09,Tienda Física,4,992.69,929.6,0.063555,2025,7,2025-07,T3,Alta,1
ORD-1881,2025-10-30,CLI-418,Argentina,Tecnología,Laptop Pro 15,863.53,1,48.85,App,3,863.53,814.68,0.05657,2025,10,2025-10,T4,Media,0
ORD-1882,2025-05-07,CLI-319,Argentina,Estilo de Vida,Mochila Ergonómica,267.51,1,7.37,Tienda Física,4,267.51,260.14,0.02755,2025,5,2025-05,T2,Alta,1
ORD-1883,2025-02-25,CLI-492,España,Tecnología,Smartwatch Series Z,358.58,3,25.74,Web,5,1075.74,1050.0,0.023928,2025,2,2025-02,T1,Alta,1
ORD-1884,2025-08-02,CLI-389,Argentina,Tecnología,Laptop Pro 15,316.57,1,23.96,Web,2,316.57,292.61,0.075686,2025,8,2025-08,T3,Baja,0
ORD-1885,2025-01-14,CLI-400,Colombia,Estilo de Vida,Set de Teclado Mecánico,172.93,1,5.79,App,5,172.93,167.14,0.033482,2025,1,2025-01,T1,Alta,1
ORD-1886,2025-01-28,CLI-129,México,Tecnología,Monitor 4K Curved,219.6,1,19.65,Web,5,219.6,199.95,0.089481,2025,1,2025-01,T1,Alta,1
ORD-1887,2025-03-19,CLI-186,España,Tecnología,Smartwatch Series Z,662.1,1,44.41,Web,4,662.1,617.69,0.067074,2025,3,2025-03,T1,Alta,1
ORD-1888,2025-08-04,CLI-273,Argentina,Estilo de Vida,Mochila Ergonómica,182.2,1,11.13,Tienda Física,4,182.2,171.07,0.061087,2025,8,2025-08,T3,Alta,1
ORD-1889,2025-12-31,CLI-415,Colombia,Tecnología,Smartphone Alpha,1036.75,5,62.66,Web,3,5183.75,5121.09,0.012088,2025,12,2025-12,T4,Media,0
ORD-1890,2025-06-03,CLI-227,Chile,Tecnología,Auriculares Noise-Cancelling,640.6,2,39.43,App,5,1281.2,1241.77,0.030776,2025,6,2025-06,T2,Alta,1
ORD-1891,2025-01-14,CLI-197,México,Estilo de Vida,Botella Térmica Inteligente,163.84,1,10.98,Web,4,163.84,152.86,0.067017,2025,1,2025-01,T1,Alta,1
ORD-1892,2025-07-06,CLI-261,España,Tecnología,Smartphone Alpha,904.53,1,52.36,Web,4,904.53,852.17,0.057886,2025,7,2025-07,T3,Alta,1
ORD-1893,2025-11-08,CLI-342,Chile,Tecnología,Smartwatch Series Z,714.03,2,42.74,Web,1,1428.06,1385.32,0.029929,2025,11,2025-11,T4,Baja,0
ORD-1894,2025-01-07,CLI-274,España,Tecnología,Laptop Pro 15,163.73,1,14.9,Web,3,163.73,148.83,0.091003,2025,1,2025-01,T1,Media,0
ORD-1895,2025-01-03,CLI-186,España,Tecnología,Laptop Pro 15,185.97,1,16.0,App,4,185.97,169.97,0.086035,2025,1,2025-01,T1,Alta,1
ORD-1896,2025-04-21,CLI-474,México,Tecnología,Monitor 4K Curved,1186.58,1,73.15,App,5,1186.58,1113.43,0.061648,2025,4,2025-04,T2,Alta,1
ORD-1897,2025-08-26,CLI-189,España,Tecnología,Laptop Pro 15,699.95,2,40.24,Web,1,1399.9,1359.66,0.028745,2025,8,2025-08,T3,Baja,0
ORD-1898,2025-12-29,CLI-313,España,Estilo de Vida,Silla Gaming X,276.22,2,6.74,Tienda Física,3,552.44,545.7,0.0122,2025,12,2025-12,T4,Media,0
ORD-1899,2025-08-27,CLI-349,Argentina,Estilo de Vida,Set de Teclado Mecánico,229.61,1,7.53,App,3,229.61,222.08,0.032795,2025,8,2025-08,T3,Media,0
ORD-1900,2025-10-01,CLI-436,Argentina,Estilo de Vida,Lámpara LED Escritorio,269.51,1,10.61,App,4,269.51,258.9,0.039368,2025,10,2025-10,T4,Alta,1
ORD-1901,2025-10-21,CLI-251,México,Estilo de Vida,Botella Térmica Inteligente,85.52,2,6.5,App,3,171.04,164.54,0.038003,2025,10,2025-10,T4,Media,0
ORD-1902,2025-08-15,CLI-383,España,Estilo de Vida,Lámpara LED Escritorio,73.42,1,9.69,Web,5,73.42,63.73,0.13198,2025,8,2025-08,T3,Alta,1
ORD-1903,2025-01-15,CLI-214,México,Tecnología,Auriculares Noise-Cancelling,244.32,1,23.12,Web,2,244.32,221.2,0.09463,2025,1,2025-01,T1,Baja,0
ORD-1904,2025-07-11,CLI-433,Colombia,Tecnología,Smartphone Alpha,307.03,1,21.39,Web,3,307.03,285.64,0.069667,2025,7,2025-07,T3,Media,0
ORD-1905,2025-04-29,CLI-257,Colombia,Estilo de Vida,Botella Térmica Inteligente,83.67,2,6.47,Web,2,167.34,160.87,0.038664,2025,4,2025-04,T2,Baja,0
ORD-1906,2025-01-28,CLI-146,España,Tecnología,Smartphone Alpha,411.38,1,31.47,Web,4,411.38,379.91,0.076499,2025,1,2025-01,T1,Alta,1
ORD-1907,2025-07-21,CLI-331,Chile,Tecnología,Auriculares Noise-Cancelling,734.05,3,45.82,Web,3,2202.15,2156.33,0.020807,2025,7,2025-07,T3,Media,0
ORD-1908,2025-02-08,CLI-205,México,Estilo de Vida,Botella Térmica Inteligente,248.29,1,5.88,Web,1,248.29,242.41,0.023682,2025,2,2025-02,T1,Baja,0
ORD-1909,2025-09-30,CLI-119,Colombia,Estilo de Vida,Set de Teclado Mecánico,56.24,3,6.07,App,4,168.72,162.65,0.035977,2025,9,2025-09,T3,Alta,1
ORD-1910,2025-08-19,CLI-202,México,Tecnología,Laptop Pro 15,675.35,1,43.6,App,4,675.35,631.75,0.064559,2025,8,2025-08,T3,Alta,1
ORD-1911,2025-03-27,CLI-254,España,Estilo de Vida,Silla Gaming X,139.08,1,9.91,Web,4,139.08,129.17,0.071254,2025,3,2025-03,T1,Alta,1
ORD-1912,2025-05-06,CLI-123,México,Tecnología,Smartwatch Series Z,837.35,1,53.96,Web,4,837.35,783.39,0.064441,2025,5,2025-05,T2,Alta,1
ORD-1913,2025-10-27,CLI-283,México,Estilo de Vida,Botella Térmica Inteligente,139.59,1,6.47,Tienda Física,2,139.59,133.12,0.04635,2025,10,2025-10,T4,Baja,0
ORD-1914,2025-01-25,CLI-215,Chile,Estilo de Vida,Botella Térmica Inteligente,284.48,1,3.38,App,1,284.48,281.1,0.011881,2025,1,2025-01,T1,Baja,0
ORD-1915,2025-05-25,CLI-220,Chile,Tecnología,Smartwatch Series Z,404.02,1,33.96,App,5,404.02,370.06,0.084055,2025,5,2025-05,T2,Alta,1
ORD-1916,2025-01-13,CLI-218,México,Estilo de Vida,Botella Térmica Inteligente,278.03,1,7.23,App,2,278.03,270.8,0.026004,2025,1,2025-01,T1,Baja,0
ORD-1917,2025-07-31,CLI-113,Argentina,Tecnología,Smartwatch Series Z,260.0,1,22.54,Tienda Física,5,260.0,237.46,0.086692,2025,7,2025-07,T3,Alta,1
ORD-1918,2025-01-25,CLI-430,España,Estilo de Vida,Lámpara LED Escritorio,149.31,1,9.23,App,2,149.31,140.08,0.061818,2025,1,2025-01,T1,Baja,0
ORD-1919,2025-03-09,CLI-388,México,Tecnología,Auriculares Noise-Cancelling,249.63,1,20.81,Web,4,249.63,228.82,0.083363,2025,3,2025-03,T1,Alta,1
ORD-1920,2025-03-08,CLI-194,España,Estilo de Vida,Silla Gaming X,214.67,1,9.52,Web,3,214.67,205.15,0.044347,2025,3,2025-03,T1,Media,0
ORD-1921,2025-08-21,CLI-485,España,Estilo de Vida,Silla Gaming X,27.67,1,4.26,App,5,27.67,23.41,0.153957,2025,8,2025-08,T3,Alta,1
ORD-1922,2025-04-19,CLI-381,Colombia,Estilo de Vida,Lámpara LED Escritorio,30.64,1,6.27,Tienda Física,2,30.64,24.37,0.204634,2025,4,2025-04,T2,Baja,0
ORD-1923,2025-05-26,CLI-339,Colombia,Tecnología,Laptop Pro 15,170.5,1,21.83,Tienda Física,5,170.5,148.67,0.128035,2025,5,2025-05,T2,Alta,1
ORD-1924,2025-04-21,CLI-378,México,Estilo de Vida,Lámpara LED Escritorio,194.18,1,10.45,App,3,194.18,183.73,0.053816,2025,4,2025-04,T2,Media,0
ORD-1925,2025-08-16,CLI-139,Colombia,Tecnología,Auriculares Noise-Cancelling,563.41,1,35.44,App,5,563.41,527.97,0.062903,2025,8,2025-08,T3,Alta,1
ORD-1926,2025-04-21,CLI-278,Chile,Tecnología,Smartphone Alpha,479.04,1,33.58,Tienda Física,4,479.04,445.46,0.070099,2025,4,2025-04,T2,Alta,1
