ID_Pedido,Fecha,ID_Cliente,Pais,Categoria,Producto,Precio_Unitario,Cantidad,Costo_Envio,Canal_Venta,Puntuacion_Satisfaccion
ORD-1481,2025-12-23,CLI-336,Chile,Tecnología,Smartwatch Series Z,944.27,3,56.96,Tienda Física,4
ORD-1482,2025-01-23,CLI-258,Chile,Tecnología,Auriculares Noise-Cancelling,1039.63,3,59.04,Web,5
ORD-1483,2025-09-07,CLI-343,México,Tecnología,Smartphone Alpha,159.22,1,16.78,Web,4
ORD-1484,2025-01-10,CLI-141,Colombia,Tecnología,Auriculares Noise-Cancelling,290.38,2,28.87,Tienda Física,4
ORD-1485,2025-09-03,CLI-265,España,Tecnología,Monitor 4K Curved,498.78,2,36.95,Tienda Física,5
ORD-1486,2025-11-21,CLI-314,España,Tecnología,Monitor 4K Curved,556.58,3,35.66,Tienda Física,4
ORD-1487,2025-04-10,CLI-325,México,Tecnología,Smartwatch Series Z,810.32,2,51.92,App,5
ORD-1488,2025-10-17,CLI-453,Chile,Estilo de Vida,Silla Gaming X,159.54,1,4.2,Web,3
ORD-1489,2025-06-29,CLI-393,Colombia,Tecnología,Laptop Pro 15,274.15,2,28.25,App,1
ORD-1490,2025-08-11,CLI-338,Colombia,Estilo de Vida,Silla Gaming X,217.8,1,6.7,Web,5
ORD-1491,2025-09-07,CLI-126,México,Tecnología,Auriculares Noise-Cancelling,690.21,1,48.08,Web,5
ORD-1492,2025-05-27,CLI-175,Chile,Tecnología,Smartwatch Series Z,649.24,1,45.03,Tienda Física,4
ORD-1493,2025-04-06,CLI-264,España,Tecnología,Smartwatch Series Z,1071.64,2,60.62,App,5
ORD-1494,2025-09-14,CLI-407,España,Tecnología,Smartphone Alpha,642.88,1,45.72,Web,3
ORD-1495,2025-11-21,CLI-396,España,Estilo de Vida,Silla Gaming X,87.56,3,4.5,Tienda Física,4
ORD-1496,2025-01-04,CLI-468,México,Tecnología,Monitor 4K Curved,622.75,1,38.68,App,2
ORD-1497,2025-01-16,CLI-395,España,Tecnología,Monitor 4K Curved,954.16,1,53.5,Web,4
ORD-1498,2025-10-07,CLI-477,México,Tecnología,Auriculares Noise-Cancelling,972.68,2,53.74,Tienda Física,4
ORD-1499,2025-12-02,CLI-281,Chile,Tecnología,Smartphone Alpha,1088.63,2,62.79,Web,2
ORD-1500,2025-09-04,CLI-486,México,Estilo de Vida,Set de Teclado Mecánico,64.27,1,8.22,Web,5
ORD-1501,2025-09-15,CLI-208,España,Estilo de Vida,Lámpara LED Escritorio,47.71,1,4.39,App,4
ORD-1502,2025-06-09,CLI-217,Chile,Estilo de Vida,Lámpara LED Escritorio,96.15,2,6.12,App,5
ORD-1503,2025-12-06,CLI-472,Colombia,Tecnología,Laptop Pro 15,1139.49,3,69.86,Web,5
ORD-1504,2025-06-01,CLI-384,España,Estilo de Vida,Mochila Ergonómica,267.72,1,3.87,Web,5
ORD-1505,2025-06-27,CLI-302,España,Tecnología,Auriculares Noise-Cancelling,258.94,1,20.9,App,5
ORD-1506,2025-06-12,CLI-382,España,Tecnología,Smartphone Alpha,1090.51,1,59.81,Web,4
ORD-1507,2025-02-02,CLI-202,España,Tecnología,Smartwatch Series Z,890.76,2,51.41,Web,3
ORD-1508,2025-06-28,CLI-171,Argentina,Tecnología,Laptop Pro 15,1037.04,2,57.65,App,3
ORD-1509,2025-04-11,CLI-354,Argentina,Tecnología,Laptop Pro 15,540.65,1,32.96,Web,3
ORD-1510,2025-09-25,CLI-334,México,Tecnología,Laptop Pro 15,410.01,2,28.98,Tienda Física,4
ORD-1511,2025-11-19,CLI-232,España,Tecnología,Smartwatch Series Z,391.84,3,25.66,Web,4
ORD-1512,2025-03-06,CLI-295,México,Estilo de Vida,Botella Térmica Inteligente,110.1,1,11.77,Web,5
ORD-1513,2025-06-17,CLI-413,España,Tecnología,Smartphone Alpha,901.78,1,56.16,App,4
ORD-1514,2025-11-26,CLI-150,Chile,Tecnología,Laptop Pro 15,1033.7,4,56.99,Web,5
ORD-1515,2025-02-12,CLI-151,España,Tecnología,Smartwatch Series Z,657.73,1,40.09,Tienda Física,5
ORD-1516,2025-02-13,CLI-358,Argentina,Tecnología,Monitor 4K Curved,908.53,1,50.5,Web,5
ORD-1517,2025-10-12,CLI-433,Argentina,Tecnología,Monitor 4K Curved,221.44,1,19.24,App,5
ORD-1518,2025-01-12,CLI-447,Argentina,Tecnología,Smartphone Alpha,342.01,1,24.42,Tienda Física,3
ORD-1519,2025-04-05,CLI-202,Chile,Estilo de Vida,Botella Térmica Inteligente,147.15,2,4.23,Tienda Física,5
ORD-1520,2025-10-29,CLI-227,España,Estilo de Vida,Mochila Ergonómica,53.71,1,8.12,Web,4
ORD-1521,2025-09-10,CLI-166,México,Tecnología,Auriculares Noise-Cancelling,423.74,2,31.37,Web,5
ORD-1522,2025-08-30,CLI-495,Colombia,Tecnología,Auriculares Noise-Cancelling,621.73,3,39.05,Web,2
ORD-1523,2025-02-04,CLI-439,España,Tecnología,Smartphone Alpha,627.83,1,38.03,App,5
ORD-1524,2025-08-03,CLI-373,Argentina,Tecnología,Smartwatch Series Z,190.69,2,19.53,Web,3
ORD-1525,2025-12-03,CLI-324,Colombia,Estilo de Vida,Set de Teclado Mecánico,263.2,2,7.49,Web,5
ORD-1526,2025-03-31,CLI-330,Chile,Tecnología,Auriculares Noise-Cancelling,662.97,1,43.39,Web,4
ORD-1527,2025-09-21,CLI-137,España,Estilo de Vida,Set de Teclado Mecánico,45.7,1,4.01,Web,3
ORD-1528,2025-04-03,CLI-224,Colombia,Tecnología,Smartwatch Series Z,790.89,2,52.89,Web,3
ORD-1529,2025-03-31,CLI-120,Chile,Tecnología,Smartwatch Series Z,637.2,1,44.75,App,2
ORD-1530,2025-04-25,CLI-202,España,Tecnología,Laptop Pro 15,218.54,1,24.15,App,5
ORD-1531,2025-04-15,CLI-168,Colombia,Estilo de Vida,Lámpara LED Escritorio,145.76,1,3.36,Tienda Física,4
ORD-1532,2025-07-15,CLI-425,México,Estilo de Vida,Botella Térmica Inteligente,153.98,1,11.36,Web,2
ORD-1533,2025-11-10,CLI-360,España,Estilo de Vida,Lámpara LED Escritorio,156.41,2,6.2,App,2
ORD-1534,2025-04-24,CLI-334,Chile,Tecnología,Auriculares Noise-Cancelling,257.66,1,18.0,App,5
ORD-1535,2025-03-16,CLI-216,Argentina,Tecnología,Auriculares Noise-Cancelling,1012.32,1,58.06,Tienda Física,3
ORD-1536,2025-08-05,CLI-348,México,Estilo de Vida,Set de Teclado Mecánico,94.92,1,8.68,App,5
ORD-1537,2025-10-04,CLI-441,España,Tecnología,Smartphone Alpha,245.92,1,24.86,Web,3
ORD-1538,2025-09-06,CLI-172,Argentina,Estilo de Vida,Mochila Ergonómica,256.1,1,3.16,App,4
ORD-1539,2025-06-13,CLI-488,México,Tecnología,Auriculares Noise-Cancelling,437.92,2,27.16,App,5
ORD-1540,2025-12-23,CLI-252,Colombia,Estilo de Vida,Botella Térmica Inteligente,121.93,2,4.13,App,2
ORD-1541,2025-07-11,CLI-249,Colombia,Tecnología,Auriculares Noise-Cancelling,782.37,2,47.34,Web,5
ORD-1542,2025-08-15,CLI-145,México,Estilo de Vida,Silla Gaming X,201.12,3,5.83,Web,3
ORD-1543,2025-06-26,CLI-115,Chile,Estilo de Vida,Silla Gaming X,38.22,1,7.35,Tienda Física,3
ORD-1544,2025-04-09,CLI-398,Argentina,Estilo de Vida,Lámpara LED Escritorio,89.04,1,4.41,App,4
ORD-1545,2025-02-05,CLI-358,México,Estilo de Vida,Set de Teclado Mecánico,295.62,1,5.63,Web,3
ORD-1546,2025-04-06,CLI-216,España,Tecnología,Smartphone Alpha,1090.61,1,60.57,Tienda Física,5
ORD-1547,2025-06-01,CLI-179,España,Estilo de Vida,Silla Gaming X,168.24,1,7.22,Tienda Física,4
ORD-1548,2025-05-31,CLI-167,Argentina,Tecnología,Smartphone Alpha,262.58,1,22.36,App,4
ORD-1549,2025-07-09,CLI-146,España,Estilo de Vida,Set de Teclado Mecánico,70.36,1,4.12,Web,2
ORD-1550,2025-08-12,CLI-343,Chile,Tecnología,Laptop Pro 15,628.35,1,45.33,Tienda Física,3
ORD-1551,2025-02-06,CLI-222,España,Tecnología,Auriculares Noise-Cancelling,869.93,1,50.76,Tienda Física,3
ORD-1552,2025-09-25,CLI-173,Argentina,Estilo de Vida,Silla Gaming X,198.42,1,6.87,Web,5
ORD-1553,2025-07-02,CLI-480,España,Estilo de Vida,Set de Teclado Mecánico,265.55,1,9.64,Web,5
ORD-1554,2025-01-13,CLI-271,Colombia,Tecnología,Smartphone Alpha,420.01,1,33.19,Web,2
ORD-1555,2025-10-06,CLI-354,España,Estilo de Vida,Lámpara LED Escritorio,204.38,1,6.65,Web,5
ORD-1556,2025-08-05,CLI-197,España,Tecnología,Smartphone Alpha,995.77,1,55.56,App,2
ORD-1557,2025-12-21,CLI-284,España,Estilo de Vida,Set de Teclado Mecánico,293.8,3,11.68,App,5
ORD-1558,2025-12-27,CLI-492,Chile,Tecnología,Smartphone Alpha,509.34,2,40.28,App,2
ORD-1559,2025-10-13,CLI-205,España,Tecnología,Smartphone Alpha,840.85,2,54.32,Web,4
ORD-1560,2025-09-30,CLI-102,México,Estilo de Vida,Lámpara LED Escritorio,124.22,1,9.78,Web,3
ORD-1561,2025-03-03,CLI-453,Colombia,Tecnología,Monitor 4K Curved,512.01,2,34.5,Tienda Física,3
ORD-1562,2025-03-25,CLI-480,México,Tecnología,Monitor 4K Curved,808.11,1,45.69,Web,4
ORD-1563,2025-08-05,CLI-427,México,Tecnología,Laptop Pro 15,320.64,2,30.63,Tienda Física,5
ORD-1564,2025-12-08,CLI-388,Argentina,Estilo de Vida,Lámpara LED Escritorio,30.49,3,8.28,Web,5
ORD-1565,2025-07-06,CLI-472,España,Tecnología,Auriculares Noise-Cancelling,432.65,1,36.46,Web,4
ORD-1566,2025-01-19,CLI-216,España,Estilo de Vida,Botella Térmica Inteligente,189.35,1,9.65,App,5
ORD-1567,2025-06-26,CLI-265,Chile,Estilo de Vida,Set de Teclado Mecánico,298.8,1,7.32,App,5
ORD-1568,2025-04-10,CLI-249,España,Tecnología,Laptop Pro 15,765.55,1,48.2,Web,5
ORD-1569,2025-08-21,CLI-240,España,Tecnología,Laptop Pro 15,709.71,1,46.8,Web,2
ORD-1570,2025-03-17,CLI-133,Chile,Tecnología,Laptop Pro 15,966.88,1,55.55,Web,5
ORD-1571,2025-09-22,CLI-202,México,Tecnología,Auriculares Noise-Cancelling,238.42,1,26.77,Web,2
ORD-1572,2025-10-11,CLI-309,Colombia,Tecnología,Smartwatch Series Z,830.43,2,48.98,App,5
ORD-1573,2025-07-25,CLI-273,Colombia,Tecnología,Smartphone Alpha,497.46,3,32.36,Web,5
ORD-1574,2025-08-11,CLI-251,Colombia,Estilo de Vida,Silla Gaming X,81.87,1,11.33,Web,3
ORD-1575,2025-02-21,CLI-445,España,Tecnología,Auriculares Noise-Cancelling,578.33,1,43.72,App,2
ORD-1576,2025-12-05,CLI-116,España,Estilo de Vida,Set de Teclado Mecánico,248.01,5,6.6,App,2
ORD-1577,2025-05-24,CLI-492,Argentina,Estilo de Vida,Botella Térmica Inteligente,282.54,2,10.43,Web,5
ORD-1578,2025-03-10,CLI-319,Colombia,Estilo de Vida,Set de Teclado Mecánico,38.71,1,4.35,App,1
ORD-1579,2025-04-09,CLI-488,Colombia,Tecnología,Auriculares Noise-Cancelling,300.22,1,20.15,Tienda Física,5
ORD-1580,2025-01-25,CLI-268,México,Estilo de Vida,Set de Teclado Mecánico,151.38,1,7.49,App,5
ORD-1581,2025-02-22,CLI-193,España,Tecnología,Smartphone Alpha,713.35,1,49.27,App,5
ORD-1582,2025-05-31,CLI-260,España,Tecnología,Monitor 4K Curved,182.91,1,15.34,Tienda Física,5
ORD-1583,2025-05-24,CLI-355,España,Tecnología,Laptop Pro 15,852.73,1,55.79,Web,5
ORD-1584,2025-02-26,CLI-391,España,Tecnología,Smartwatch Series Z,285.35,1,26.47,App,5
ORD-1585,2025-02-08,CLI-159,Argentina,Tecnología,Monitor 4K Curved,397.47,2,32.01,Web,4
ORD-1586,2025-04-19,CLI-378,México,Tecnología,Auriculares Noise-Cancelling,318.9,2,27.95,Web,5
ORD-1587,2025-06-30,CLI-337,España,Tecnología,Smartphone Alpha,526.66,1,36.63,App,5
ORD-1588,2025-02-11,CLI-133,Chile,Tecnología,Laptop Pro 15,767.3,2,52.71,Tienda Física,5
ORD-1589,2025-07-05,CLI-468,España,Tecnología,Smartwatch Series Z,1177.25,1,71.59,App,4
ORD-1590,2025-08-11,CLI-372,Chile,Tecnología,Auriculares Noise-Cancelling,721.31,1,46.58,Web,4
ORD-1591,2025-05-02,CLI-154,México,Tecnología,Auriculares Noise-Cancelling,947.5,2,54.43,Web,5
ORD-1592,2025-05-13,CLI-221,Argentina,Tecnología,Monitor 4K Curved,929.1,2,51.98,Web,4
ORD-1593,2025-06-12,CLI-208,España,Tecnología,Auriculares Noise-Cancelling,1101.21,1,61.33,Web,3
ORD-1594,2025-08-03,CLI-419,Colombia,Tecnología,Auriculares Noise-Cancelling,545.07,1,41.49,Web,5
ORD-1595,2025-08-09,CLI-199,Argentina,Tecnología,Laptop Pro 15,704.47,1,42.24,Web,5
ORD-1596,2025-08-23,CLI-229,México,Estilo de Vida,Lámpara LED Escritorio,66.6,1,5.56,App,2
ORD-1597,2025-11-27,CLI-235,México,Estilo de Vida,Silla Gaming X,137.89,3,11.4,App,5
ORD-1598,2025-05-26,CLI-463,Chile,Estilo de Vida,Set de Teclado Mecánico,233.05,1,3.86,Web,3
ORD-1599,2025-08-27,CLI-147,Colombia,Tecnología,Monitor 4K Curved,911.03,1,55.61,Web,5
ORD-1600,2025-03-17,CLI-220,España,Estilo de Vida,Silla Gaming X,278.87,2,3.14,Tienda Física,4
ORD-1601,2025-01-09,CLI-105,España,Estilo de Vida,Set de Teclado Mecánico,203.62,1,5.72,Web,3
ORD-1602,2025-03-15,CLI-321,México,Tecnología,Auriculares Noise-Cancelling,1076.53,1,64.54,App,4
ORD-1603,2025-09-10,CLI-475,España,Estilo de Vida,Silla Gaming X,91.29,1,3.14,Web,2
ORD-1604,2025-08-18,CLI-462,Chile,Estilo de Vida,Botella Térmica Inteligente,299.96,1,3.02,Web,2
ORD-1605,2025-01-07,CLI-478,Argentina,Tecnología,Smartwatch Series Z,151.33,1,21.51,Web,5
ORD-1606,2025-06-23,CLI-404,España,Tecnología,Laptop Pro 15,978.39,2,60.74,App,5
ORD-1607,2025-05-21,CLI-152,España,Tecnología,Laptop Pro 15,308.98,2,28.43,Web,2
ORD-1608,2025-06-17,CLI-466,España,Tecnología,Smartwatch Series Z,223.93,1,19.75,Web,4
ORD-1609,2025-06-19,CLI-389,Colombia,Tecnología,Smartwatch Series Z,317.12,1,24.4,Web,3
ORD-1610,2025-10-10,CLI-380,España,Tecnología,Laptop Pro 15,675.31,1,42.92,Web,2
ORD-1611,2025-05-02,CLI-339,Colombia,Tecnología,Auriculares Noise-Cancelling,168.99,1,17.45,App,5
ORD-1612,2025-07-13,CLI-320,Argentina,Tecnología,Auriculares Noise-Cancelling,350.1,3,27.13,Web,4
ORD-1613,2025-01-05,CLI-452,Colombia,Estilo de Vida,Botella Térmica Inteligente,280.3,1,3.59,App,3
ORD-1614,2025-01-29,CLI-387,España,Estilo de Vida,Silla Gaming X,173.83,1,10.23,Web,4
ORD-1615,2025-06-14,CLI-341,Colombia,Estilo de Vida,Mochila Ergonómica,48.41,2,5.73,Tienda Física,5
ORD-1616,2025-12-05,CLI-148,México,Estilo de Vida,Silla Gaming X,209.81,3,9.32,App,4
ORD-1617,2025-05-16,CLI-407,España,Tecnología,Monitor 4K Curved,545.0,1,35.92,Tienda Física,4
ORD-1618,2025-12-31,CLI-214,España,Estilo de Vida,Set de Teclado Mecánico,101.32,3,11.4,Web,5
ORD-1619,2025-11-17,CLI-276,México,Tecnología,Smartphone Alpha,230.56,2,20.79,Tienda Física,4
ORD-1620,2025-12-08,CLI-487,España,Tecnología,Auriculares Noise-Cancelling,555.69,3,35.46,App,3
ORD-1621,2025-05-25,CLI-121,México,Estilo de Vida,Silla Gaming X,93.05,1,8.81,Tienda Física,2
ORD-1622,2025-11-23,CLI-339,México,Tecnología,Smartphone Alpha,431.66,2,36.58,Web,5
ORD-1623,2025-08-05,CLI-240,México,Tecnología,Smartphone Alpha,631.12,1,46.01,Web,3
ORD-1624,2025-10-28,CLI-300,Argentina,Estilo de Vida,Botella Térmica Inteligente,185.09,1,6.21,App,5
ORD-1625,2025-05-12,CLI-240,España,Tecnología,Auriculares Noise-Cancelling,702.06,1,47.28,Tienda Física,2
ORD-1626,2025-10-19,CLI-218,Chile,Tecnología,Smartphone Alpha,827.88,2,55.31,App,3
ORD-1627,2025-03-11,CLI-235,México,Tecnología,Smartphone Alpha,913.63,1,57.02,Web,5
ORD-1628,2025-09-09,CLI-475,Chile,Tecnología,Laptop Pro 15,612.39,2,41.11,App,5
ORD-1629,2025-10-02,CLI-275,España,Tecnología,Monitor 4K Curved,464.21,1,35.69,Web,2
ORD-1630,2025-12-30,CLI-281,España,Tecnología,Smartphone Alpha,922.01,3,59.07,Web,3
ORD-1631,2025-07-01,CLI-283,Colombia,Tecnología,Monitor 4K Curved,1144.94,1,69.92,App,5
ORD-1632,2025-06-16,CLI-145,España,Tecnología,Monitor 4K Curved,963.39,1,58.79,Web,4
ORD-1633,2025-04-01,CLI-222,Colombia,Estilo de Vida,Lámpara LED Escritorio,205.62,1,4.78,Tienda Física,4
ORD-1634,2025-07-21,CLI-288,Colombia,Tecnología,Laptop Pro 15,202.07,1,16.05,Web,2
ORD-1635,2025-12-12,CLI-144,México,Tecnología,Smartwatch Series Z,514.65,2,33.38,Tienda Física,5
ORD-1636,2025-01-19,CLI-289,México,Tecnología,Auriculares Noise-Cancelling,424.47,2,35.69,Web,5
ORD-1637,2025-02-08,CLI-419,México,Estilo de Vida,Silla Gaming X,167.21,1,4.05,Web,4
ORD-1638,2025-05-06,CLI-410,España,Tecnología,Laptop Pro 15,667.02,1,46.72,Web,5
ORD-1639,2025-06-22,CLI-426,México,Tecnología,Smartwatch Series Z,615.89,1,44.71,Web,5
ORD-1640,2025-05-21,CLI-182,México,Tecnología,Laptop Pro 15,1033.16,1,57.02,Web,3
ORD-1641,2025-08-30,CLI-114,Argentina,Estilo de Vida,Mochila Ergonómica,257.52,1,10.19,Web,5
ORD-1642,2025-08-08,CLI-223,España,Tecnología,Laptop Pro 15,386.95,2,26.47,Web,5
ORD-1643,2025-05-06,CLI-425,España,Estilo de Vida,Set de Teclado Mecánico,261.05,1,5.09,Web,5
ORD-1644,2025-02-27,CLI-252,Chile,Tecnología,Auriculares Noise-Cancelling,632.94,1,42.72,Tienda Física,3
ORD-1645,2025-05-28,CLI-151,México,Estilo de Vida,Mochila Ergonómica,163.27,1,4.3,Web,4
ORD-1646,2025-11-13,CLI-252,Argentina,Tecnología,Smartphone Alpha,898.67,2,53.6,Web,4
ORD-1647,2025-12-27,CLI-260,México,Tecnología,Monitor 4K Curved,349.43,3,30.66,Web,4
ORD-1648,2025-01-01,CLI-486,España,Tecnología,Smartwatch Series Z,818.66,2,55.68,Web,5
ORD-1649,2025-12-14,CLI-317,México,Estilo de Vida,Mochila Ergonómica,275.96,3,10.86,Web,1
ORD-1650,2025-07-09,CLI-111,Colombia,Tecnología,Smartphone Alpha,626.66,1,39.35,Tienda Física,3
ORD-1651,2025-07-10,CLI-325,España,Tecnología,Monitor 4K Curved,1097.01,1,64.31,Tienda Física,4
ORD-1652,2025-11-08,CLI-233,Argentina,Tecnología,Auriculares Noise-Cancelling,1009.52,3,64.47,Tienda Física,3
ORD-1653,2025-04-27,CLI-352,Colombia,Estilo de Vida,Botella Térmica Inteligente,225.34,1,4.8,App,2
ORD-1654,2025-05-14,CLI-138,Colombia,Estilo de Vida,Lámpara LED Escritorio,173.73,1,10.37,Tienda Física,4
ORD-1655,2025-02-27,CLI-410,España,Tecnología,Smartwatch Series Z,295.32,1,26.42,App,5
ORD-1656,2025-02-13,CLI-370,Argentina,Tecnología,Laptop Pro 15,622.29,2,43.68,Web,3
ORD-1657,2025-06-22,CLI-187,Argentina,Tecnología,Smartwatch Series Z,1091.07,2,66.41,Web,4
ORD-1658,2025-06-09,CLI-356,España,Tecnología,Smartwatch Series Z,588.87,1,36.96,Web,4
ORD-1659,2025-06-22,CLI-385,Colombia,Estilo de Vida,Set de Teclado Mecánico,230.27,2,11.04,Web,3
ORD-1660,2025-11-13,CLI-293,México,Tecnología,Smartwatch Series Z,408.67,2,26.07,App,5
ORD-1661,2025-10-30,CLI-384,España,Tecnología,Smartphone Alpha,394.85,1,33.39,App,4
ORD-1662,2025-05-29,CLI-125,España,Tecnología,Smartwatch Series Z,988.9,1,62.48,Web,4
ORD-1663,2025-03-21,CLI-389,España,Estilo de Vida,Set de Teclado Mecánico,247.44,1,5.65,App,4
ORD-1664,2025-08-01,CLI-249,España,Estilo de Vida,Mochila Ergonómica,280.73,1,7.91,Tienda Física,3
ORD-1665,2025-07-22,CLI-484,España,Tecnología,Laptop Pro 15,1049.88,1,61.65,Web,3
ORD-1666,2025-09-09,CLI-165,España,Estilo de Vida,Lámpara LED Escritorio,230.08,1,3.32,App,4
ORD-1667,2025-08-17,CLI-352,Colombia,Estilo de Vida,Silla Gaming X,26.13,1,3.1,Web,5
ORD-1668,2025-06-13,CLI-141,Argentina,Tecnología,Laptop Pro 15,299.99,2,27.64,App,5
ORD-1669,2025-08-15,CLI-155,México,Estilo de Vida,Silla Gaming X,230.59,2,12.0,Web,4
ORD-1670,2025-05-27,CLI-287,España,Tecnología,Smartphone Alpha,334.36,3,23.49,Web,4
ORD-1671,2025-01-20,CLI-147,Argentina,Tecnología,Laptop Pro 15,982.48,3,63.18,Web,4
ORD-1672,2025-02-16,CLI-437,Colombia,Tecnología,Smartwatch Series Z,817.91,1,47.54,Web,4
ORD-1673,2025-08-21,CLI-133,México,Tecnología,Laptop Pro 15,597.43,1,40.39,Web,5
ORD-1674,2025-11-01,CLI-127,Colombia,Estilo de Vida,Mochila Ergonómica,176.4,2,10.43,Web,3
ORD-1675,2025-01-14,CLI-222,España,Estilo de Vida,Set de Teclado Mecánico,51.96,1,7.74,Web,4
ORD-1676,2025-05-23,CLI-119,Argentina,Estilo de Vida,Mochila Ergonómica,228.36,1,6.84,Web,2
ORD-1677,2025-01-01,CLI-389,Colombia,Estilo de Vida,Botella Térmica Inteligente,60.99,3,5.12,Tienda Física,4
ORD-1678,2025-02-23,CLI-496,México,Estilo de Vida,Botella Térmica Inteligente,248.05,1,4.78,App,5
ORD-1679,2025-09-16,CLI-375,Colombia,Tecnología,Smartwatch Series Z,1114.45,1,69.76,Web,3
ORD-1680,2025-05-24,CLI-167,España,Tecnología,Laptop Pro 15,325.3,1,22.48,Tienda Física,4
ORD-1681,2025-01-12,CLI-430,España,Tecnología,Smartwatch Series Z,388.1,3,33.72,App,4
ORD-1682,2025-11-26,CLI-122,Argentina,Estilo de Vida,Mochila Ergonómica,275.14,3,8.71,Tienda Física,3
ORD-1683,2025-08-12,CLI-281,España,Estilo de Vida,Mochila Ergonómica,74.4,3,8.2,App,5
ORD-1684,2025-09-29,CLI-429,España,Tecnología,Auriculares Noise-Cancelling,606.41,1,37.25,App,5
ORD-1685,2025-12-24,CLI-352,España,Tecnología,Auriculares Noise-Cancelling,1047.18,5,57.41,Web,4
ORD-1686,2025-06-05,CLI-227,Argentina,Tecnología,Monitor 4K Curved,1126.51,1,65.16,Tienda Física,1
ORD-1687,2025-01-08,CLI-327,España,Tecnología,Smartphone Alpha,391.2,1,26.56,App,2
ORD-1688,2025-05-02,CLI-209,Chile,Estilo de Vida,Lámpara LED Escritorio,128.72,1,11.13,Web,5
ORD-1689,2025-12-14,CLI-423,España,Tecnología,Smartwatch Series Z,1106.38,3,66.47,Tienda Física,5
ORD-1690,2025-06-13,CLI-413,España,Tecnología,Monitor 4K Curved,573.19,1,40.15,App,2
ORD-1691,2025-03-31,CLI-300,Argentina,Tecnología,Auriculares Noise-Cancelling,617.98,1,36.39,Web,4
ORD-1692,2025-05-16,CLI-402,España,Estilo de Vida,Set de Teclado Mecánico,26.3,1,3.65,Tienda Física,5
ORD-1693,2025-07-05,CLI-158,Argentina,Tecnología,Laptop Pro 15,405.09,1,34.34,Web,5
ORD-1694,2025-11-12,CLI-305,España,Estilo de Vida,Lámpara LED Escritorio,164.96,5,5.87,App,2
ORD-1695,2025-06-27,CLI-345,España,Estilo de Vida,Set de Teclado Mecánico,206.63,1,7.24,App,4
ORD-1696,2025-01-28,CLI-427,España,Tecnología,Monitor 4K Curved,936.11,2,60.08,Web,4
ORD-1697,2025-08-08,CLI-215,España,Tecnología,Smartphone Alpha,1034.66,1,59.77,Web,1
ORD-1698,2025-12-23,CLI-210,México,Estilo de Vida,Mochila Ergonómica,90.99,5,3.75,Web,5
ORD-1699,2025-02-10,CLI-456,España,Tecnología,Smartphone Alpha,346.11,2,30.62,Web,4
ORD-1700,2025-08-16,CLI-499,Colombia,Tecnología,Smartwatch Series Z,411.16,1,25.71,App,1
ORD-1701,2025-07-11,CLI-240,España,Tecnología,Smartwatch Series Z,226.97,1,25.29,App,5
ORD-1702,2025-05-25,CLI-455,España,Estilo de Vida,Set de Teclado Mecánico,45.98,1,9.59,Web,5
ORD-1703,2025-07-20,CLI-124,España,Tecnología,Smartphone Alpha,626.93,3,44.98,Tienda Física,5
ORD-1704,2025-07-31,CLI-113,Colombia,Estilo de Vida,Mochila Ergonómica,164.09,3,3.16,Web,5
ORD-1705,2025-08-08,CLI-243,España,Tecnología,Smartphone Alpha,619.95,1,44.29,Web,4
ORD-1706,2025-08-28,CLI-210,México,Estilo de Vida,Mochila Ergonómica,136.09,1,7.14,Web,5
ORD-1707,2025-02-15,CLI-497,España,Estilo de Vida,Lámpara LED Escritorio,131.73,3,5.18,App,1
ORD-1708,2025-02-04,CLI-291,México,Tecnología,Laptop Pro 15,995.89,3,55.38,Tienda Física,1
ORD-1709,2025-09-10,CLI-396,Colombia,Estilo de Vida,Set de Teclado Mecánico,158.15,1,8.83,App,4
ORD-1710,2025-03-23,CLI-309,México,Estilo de Vida,Mochila Ergonómica,278.89,1,9.2,Web,5
ORD-1711,2025-09-13,CLI-234,España,Estilo de Vida,Mochila Ergonómica,291.13,3,5.89,Tienda Física,4
ORD-1712,2025-07-16,CLI-312,España,Tecnología,Laptop Pro 15,704.45,2,49.92,Web,5
ORD-1713,2025-10-30,CLI-399,Chile,Tecnología,Smartwatch Series Z,994.59,1,55.39,App,2
ORD-1714,2025-01-10,CLI-426,España,Estilo de Vida,Lámpara LED Escritorio,137.76,1,7.34,Web,5
ORD-1715,2025-11-08,CLI-419,Chile,Estilo de Vida,Botella Térmica Inteligente,277.38,4,4.78,Web,2
ORD-1716,2025-10-13,CLI-182,México,Tecnología,Laptop Pro 15,1130.27,2,68.71,Web,5
ORD-1717,2025-08-30,CLI-456,México,Tecnología,Monitor 4K Curved,1084.73,2,61.94,App,4
ORD-1718,2025-09-08,CLI-177,Colombia,Estilo de Vida,Botella Térmica Inteligente,262.75,1,7.5,App,2
ORD-1719,2025-12-31,CLI-337,España,Tecnología,Monitor 4K Curved,657.16,2,46.73,Web,5
ORD-1720,2025-01-05,CLI-422,España,Estilo de Vida,Silla Gaming X,134.39,3,5.92,Web,4
ORD-1721,2025-04-29,CLI-339,Argentina,Tecnología,Smartphone Alpha,302.18,3,22.66,Web,5
ORD-1722,2025-10-16,CLI-237,España,Estilo de Vida,Silla Gaming X,61.05,3,9.9,Tienda Física,2
